ROW,Dimension.DATE,Dimension.ADVERTISER_ID,Dimension.ADVERTISER_NAME,Dimension.ORDER_NAME,Dimension.LINE_ITEM_ID,Dimension.LINE_ITEM_NAME,Dimension.LINE_ITEM_TYPE,Dimension.CREATIVE_NAME,Dimension.CREATIVE_TYPE,Dimension.CREATIVE_SIZE,Dimension.MASTER_COMPANION_CREATIVE_ID,Dimension.MASTER_COMPANION_CREATIVE_NAME,Dimension.AD_UNIT_NAME,Dimension.ORDER_ID,Dimension.CREATIVE_ID,Dimension.AD_UNIT_ID,DimensionAttribute.LINE_ITEM_GOAL_QUANTITY,DimensionAttribute.LINE_ITEM_START_DATE_TIME,DimensionAttribute.LINE_ITEM_END_DATE_TIME,DimensionAttribute.LINE_ITEM_CONTRACTED_QUANTITY,DimensionAttribute.LINE_ITEM_SPONSORSHIP_GOAL_PERCENTAGE,DimensionAttribute.CREATIVE_CLICK_THROUGH_URL,DimensionAttribute.MASTER_COMPANION_TYPE,DimensionAttribute.CREATIVE_OR_CREATIVE_SET,Column.AD_SERVER_ALL_REVENUE,Column.AD_SERVER_CLICKS,Column.AD_SERVER_CPD_REVENUE,Column.AD_SERVER_CPM_AND_CPC_REVENUE,Column.AD_SERVER_IMPRESSIONS,Column.VIDEO_VIEWERSHIP_AUTO_PLAYS,Column.VIDEO_VIEWERSHIP_CLICK_TO_PLAYS,Column.VIDEO_VIEWERSHIP_COMPLETE,Column.VIDEO_VIEWERSHIP_FIRST_QUARTILE,Column.VIDEO_VIEWERSHIP_MIDPOINT,Column.VIDEO_VIEWERSHIP_START,Column.VIDEO_VIEWERSHIP_THIRD_QUARTILE,Column.VIDEO_VIEWERSHIP_VIDEO_LENGTH,Column.TOTAL_INVENTORY_LEVEL_ALL_REVENUE,Column.TOTAL_INVENTORY_LEVEL_CLICKS,Column.TOTAL_INVENTORY_LEVEL_CPM_AND_CPC_REVENUE,Column.TOTAL_INVENTORY_LEVEL_IMPRESSIONS,Column.TOTAL_LINE_ITEM_LEVEL_ALL_REVENUE,Column.TOTAL_LINE_ITEM_LEVEL_CLICKS,Column.TOTAL_LINE_ITEM_LEVEL_CPM_AND_CPC_REVENUE
102548119667364157873---751815071_2018-05-12_1969,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Third-party,728 x 90,138230714167,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Delicious.com.au,2265591090,717088883,316232831,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,0,0,0,0,16,0,0,-,-,-,-,-,-,0,0,0,16,0,0,0
102548119667364157873---751815071_2018-05-12_1970,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Third-party,728 x 90,138230714167,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Whimn AU,2265591090,717088883,406967831,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,0,0,0,0,2,0,0,-,-,-,-,-,-,0,0,0,2,0,0,0
102548119667364157873---751815071_2018-05-12_1971,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),AdelaideNow,2265591090,717088883,168399431,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,61,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1972,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Daily Telegraph,2265591090,717088883,168399911,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,48,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1973,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),NEWS.com.au/Travel,2265591090,717088883,168400031,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,178,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1974,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Gold Coast Bulletin,2265591090,717088883,168400151,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,43,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1975,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),The Geelong Advertiser,2265591090,717088883,168400271,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,29,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1976,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Herald Sun,2265591090,717088883,168400391,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,382,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1977,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),NEWS.com.au/Entertainment,2265591090,717088883,168400871,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,494,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1978,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),NEWS.com.au,2265591090,717088883,168400991,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,798,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1979,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),NT News,2265591090,717088883,168401351,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,21,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1980,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Quest Community Papers,2265591090,717088883,168401591,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,19,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1981,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),The Australian,2265591090,717088883,168401831,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,2528,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1982,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),The Courier Mail,2265591090,717088883,168401951,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,225,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1983,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),The Cairns Post,2265591090,717088883,168402071,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,9,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1984,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),NEWS.com.au/Technology,2265591090,717088883,168402191,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,233,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1985,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),The Mercury,2265591090,717088883,168402311,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,618,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1986,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Townsville Bulletin,2265591090,717088883,168402671,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,16,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1987,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),The Australian Business,2265591090,717088883,168403151,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,4,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1988,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Messenger News,2265591090,717088883,168403391,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,1,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1989,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Homelife,2265591090,717088883,168407471,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,3,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1990,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),NEWS.com.au/Sport,2265591090,717088883,168407951,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,129,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1991,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),NEWS.com.au/Lifestyle,2265591090,717088883,168408071,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,455,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1992,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),News Local,2265591090,717088883,168408311,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,8,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1993,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),NEWS.com.au/Finance,2265591090,717088883,212725151,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,228,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1994,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Kidspot,2265591090,717088883,311684951,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,4,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1995,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Delicious.com.au,2265591090,717088883,316232831,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,16,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1996,2018-05-12,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4643279898,Run of viewability guaranteed CPM - halfpage roadb ATB (252917),STANDARD,RB Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Image,970 x 250,138230714173,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATB (252917),Whimn AU,2265591090,717088883,406967831,220845,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,2,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1997,2018-05-12,751815071,Woolworths Ltd Head Office,WWS - Food Co. Mobile (131168),4651702495,Run of viewability guaranteed mob CPM - PXYZ hangtime medrec roadb mob ATP (249177),STANDARD,Mobile_ PXYZ hangtime medrec roadb mob ATP_V2_27042018,Third-party,300 x 250,138231810821,300x250 Woolworths Ltd Head Office Run of viewability guaranteed mob CPM - PXYZ hangtime medrec roadb mob ATP (249177),AdelaideNow.Mobile.site,2293658140,717162502,186301511,197647,2018-04-25T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Companion,Creative set,0,0,0,0,13,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1998,2018-05-12,751815071,Woolworths Ltd Head Office,WWS - Food Co. Mobile (131168),4651702495,Run of viewability guaranteed mob CPM - PXYZ hangtime medrec roadb mob ATP (249177),STANDARD,Mobile_ PXYZ hangtime medrec roadb mob ATP_V2_27042018,Third-party,300 x 250,138231810821,300x250 Woolworths Ltd Head Office Run of viewability guaranteed mob CPM - PXYZ hangtime medrec roadb mob ATP (249177),CourierMail.Mobile.site,2293658140,717162502,186301991,197647,2018-04-25T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Companion,Creative set,0,0,0,0,76,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_1999,2018-05-12,751815071,Woolworths Ltd Head Office,WWS - Food Co. Mobile (131168),4651702495,Run of viewability guaranteed mob CPM - PXYZ hangtime medrec roadb mob ATP (249177),STANDARD,Mobile_ PXYZ hangtime medrec roadb mob ATP_V2_27042018,Third-party,300 x 250,138231810821,300x250 Woolworths Ltd Head Office Run of viewability guaranteed mob CPM - PXYZ hangtime medrec roadb mob ATP (249177),DailyTelegraph.Mobile.site,2293658140,717162502,186302111,197647,2018-04-25T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Companion,Creative set,0,0,0,0,8,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_2000,2018-05-12,751815071,Woolworths Ltd Head Office,WWS - Food Co. Mobile (131168),4651702495,Run of viewability guaranteed mob CPM - PXYZ hangtime medrec roadb mob ATP (249177),STANDARD,Mobile_ PXYZ hangtime medrec roadb mob ATP_V2_27042018,Third-party,300 x 250,138231810821,300x250 Woolworths Ltd Head Office Run of viewability guaranteed mob CPM - PXYZ hangtime medrec roadb mob ATP (249177),HeraldSun.Mobile.site,2293658140,717162502,186302231,197647,2018-04-25T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Companion,Creative set,0,0,0,0,7,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_2001,2018-05-12,751815071,Woolworths Ltd Head Office,WWS - Food Co. Mobile (131168),4651702495,Run of viewability guaranteed mob CPM - PXYZ hangtime medrec roadb mob ATP (249177),STANDARD,Mobile_ PXYZ hangtime medrec roadb mob ATP_V2_27042018,Third-party,300 x 250,138231810821,300x250 Woolworths Ltd Head Office Run of viewability guaranteed mob CPM - PXYZ hangtime medrec roadb mob ATP (249177),News.com.au.Mobile.site,2293658140,717162502,186302591,197647,2018-04-25T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Companion,Creative set,0,43,0,0,5885,0,0,-,-,-,-,-,-,0,43,0,0,0,43,0
102548119667364157873---751815071_2018-05-12_2002,2018-05-12,751815071,Woolworths Ltd Head Office,WWS - Food Co. Mobile (131168),4651702495,Run of viewability guaranteed mob CPM - PXYZ hangtime medrec roadb mob ATP (249177),STANDARD,Mobile_ PXYZ hangtime medrec roadb mob ATP_V2_27042018,Third-party,300 x 250,138231810821,300x250 Woolworths Ltd Head Office Run of viewability guaranteed mob CPM - PXYZ hangtime medrec roadb mob ATP (249177),GeelongAdvertiser.Mobile.site,2293658140,717162502,217836311,197647,2018-04-25T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Companion,Creative set,0,0,0,0,1,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_2003,2018-05-12,751815071,Woolworths Ltd Head Office,WWS - Food Co. Mobile (131168),4651702495,Run of viewability guaranteed mob CPM - PXYZ hangtime medrec roadb mob ATP (249177),STANDARD,Mobile_ PXYZ hangtime medrec roadb mob ATP_V2_27042018,Third-party,300 x 250,138231810821,300x250 Woolworths Ltd Head Office Run of viewability guaranteed mob CPM - PXYZ hangtime medrec roadb mob ATP (249177),TheMercury.Mobile.site,2293658140,717162502,217836431,197647,2018-04-25T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Companion,Creative set,0,0,0,0,1,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_2004,2018-05-12,751815071,Woolworths Ltd Head Office,WWS - Food Co. Mobile (131168),4651702495,Run of viewability guaranteed mob CPM - PXYZ hangtime medrec roadb mob ATP (249177),STANDARD,Mobile_ PXYZ hangtime medrec roadb mob ATP_V2_27042018,Third-party,300 x 250,138231810821,300x250 Woolworths Ltd Head Office Run of viewability guaranteed mob CPM - PXYZ hangtime medrec roadb mob ATP (249177),GoldCoastBulletin.Mobile.site,2293658140,717162502,227278151,197647,2018-04-25T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Companion,Creative set,0,0,0,0,6,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_2005,2018-05-12,751815071,Woolworths Ltd Head Office,WWS - Food Co. Mobile (131168),4651702495,Run of viewability guaranteed mob CPM - PXYZ hangtime medrec roadb mob ATP (249177),STANDARD,Mobile_ PXYZ hangtime medrec roadb mob ATP_V2_27042018,Third-party,300 x 250,138231810821,300x250 Woolworths Ltd Head Office Run of viewability guaranteed mob CPM - PXYZ hangtime medrec roadb mob ATP (249177),TownsvilleBulletin.Mobile.site,2293658140,717162502,227278271,197647,2018-04-25T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Companion,Creative set,0,0,0,0,2,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_2006,2018-05-12,751815071,Woolworths Ltd Head Office,WWS - Food Co. Mobile (131168),4651702495,Run of viewability guaranteed mob CPM - PXYZ hangtime medrec roadb mob ATP (249177),STANDARD,Mobile_ PXYZ hangtime medrec roadb mob ATP_V2_27042018,Third-party,300 x 250,138231810821,300x250 Woolworths Ltd Head Office Run of viewability guaranteed mob CPM - PXYZ hangtime medrec roadb mob ATP (249177),CairnsPost.Mobile.site,2293658140,717162502,227278511,197647,2018-04-25T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Companion,Creative set,0,0,0,0,3,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-12_2007,2018-05-12,751815071,Woolworths Ltd Head Office,WWS - Food Co. Mobile (131168),4651702495,Run of viewability guaranteed mob CPM - PXYZ hangtime medrec roadb mob ATP (249177),STANDARD,Mobile_ PXYZ hangtime medrec roadb mob ATP_V2_27042018,Third-party,300 x 250,138231810821,300x250 Woolworths Ltd Head Office Run of viewability guaranteed mob CPM - PXYZ hangtime medrec roadb mob ATP (249177),Whimn.mobile.site,2293658140,717162502,396411071,197647,2018-04-25T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Companion,Creative set,0,2,0,0,131,0,0,-,-,-,-,-,-,0,2,0,0,0,2,0
